Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
10/11/2020,ID-BA,Bali,107,1,14,92,10130,94,1875,8161,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,25.38,2402.65,0.24,22.30,2.23,0.93%,18.51%,0.82,1.00
10/11/2020,ID-BT,Banten,106,1,81,24,6961,223,6369,369,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,9.89,649.20,0.09,20.80,2.08,3.20%,91.50%,0.62,0.25
10/11/2020,ID-BE,Bengkulu,7,1,30,-24,803,39,640,124,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,3.50,401.59,0.50,19.50,1.95,4.86%,79.70%,0.64,
10/11/2020,ID-JK,DKI Jakarta,1389,18,1062,309,86963,1901,71685,13377,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,128.06,8017.87,1.66,175.27,17.53,2.19%,82.43%,1.10,1.13
10/11/2020,ID-YO,Daerah Istimewa Yogyakarta,35,1,37,-3,3064,79,2273,712,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,9.64,843.84,0.28,21.76,2.18,2.58%,74.18%,0.51,
10/11/2020,ID-GO,Gorontalo,7,0,36,-29,2946,77,2610,259,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,5.93,2495.23,0.00,65.22,6.52,2.61%,88.59%,1.00,1.00
10/11/2020,IDN,Indonesia,4497,79,3546,872,333449,11844,255027,66578,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,16.96,1257.42,0.30,44.66,4.47,3.55%,76.48%,1.05,0.90
10/11/2020,ID-JA,Jambi,21,2,6,13,812,19,320,473,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,6.01,232.44,0.57,5.44,0.54,2.34%,39.41%,0.70,
10/11/2020,ID-JB,Jawa Barat,247,5,472,-230,29045,625,18421,9999,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,5.47,643.14,0.11,13.84,1.38,2.15%,63.42%,0.88,0.83
10/11/2020,ID-JT,Jawa Tengah,314,8,199,107,29433,1829,21106,6498,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,8.63,809.40,0.22,50.30,5.03,6.21%,71.71%,0.77,0.50
10/11/2020,ID-JI,Jawa Timur,260,15,317,-72,47023,3815,41989,1219,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,6.42,1161.66,0.37,94.25,9.42,8.11%,89.29%,0.84,0.75
10/11/2020,ID-KB,Kalimantan Barat,81,0,43,38,1297,9,959,329,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,14.94,239.17,0.00,1.66,0.17,0.69%,73.94%,1.01,1.00
10/11/2020,ID-KS,Kalimantan Selatan,75,1,79,-5,11029,440,9606,983,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,18.64,2741.45,0.25,109.37,10.94,3.99%,87.10%,1.42,1.00
10/11/2020,ID-KT,Kalimantan Tengah,34,0,27,7,3941,141,3196,604,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,13.23,1533.29,0.00,54.86,5.49,3.58%,81.10%,2.00,0.00
10/11/2020,ID-KI,Kalimantan Timur,194,5,210,-21,10662,417,7572,2673,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,54.61,3001.53,1.41,117.39,11.74,3.91%,71.02%,1.48,0.83
10/11/2020,ID-KU,Kalimantan Utara,8,0,2,6,645,5,568,72,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,12.34,994.75,0.00,7.71,0.77,0.78%,88.06%,1.60,1.00
10/11/2020,ID-BB,Kepulauan Bangka Belitung,13,0,5,8,475,6,362,107,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,9.42,344.26,0.00,4.35,0.43,1.26%,76.21%,1.86,1.00
10/11/2020,ID-KR,Kepulauan Riau,22,1,44,-23,2547,61,1997,489,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,11.40,1320.10,0.52,31.62,3.16,2.39%,78.41%,0.29,
10/11/2020,ID-LA,Lampung,11,0,1,10,1131,41,770,320,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,1.21,124.35,0.00,4.51,0.45,3.63%,68.08%,0.35,0.00
10/11/2020,ID-MA,Maluku,41,0,0,41,3435,43,2041,1351,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,22.20,1859.67,0.00,23.28,2.33,1.25%,59.42%,0.34,0.00
10/11/2020,ID-MU,Maluku Utara,0,0,0,0,2089,74,1864,151,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,1597.34,0.00,56.58,5.66,3.54%,89.23%,0.00,1.00
10/11/2020,ID-NB,Nusa Tenggara Barat,19,0,7,12,3539,206,2805,528,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,3.61,671.51,0.00,39.09,3.91,5.82%,79.26%,2.71,0.00
10/11/2020,ID-NT,Nusa Tenggara Timur,7,0,0,7,565,7,352,206,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,1.29,104.41,0.00,1.29,0.13,1.24%,62.30%,1.00,1.00
10/11/2020,ID-PA,Papua,150,0,0,150,7622,112,4219,3291,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,34.56,1756.08,0.00,25.80,2.58,1.47%,55.35%,3.41,0.00
10/11/2020,ID-PB,Papua Barat,125,0,61,64,3017,40,1562,1415,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,109.58,2644.86,0.00,35.07,3.51,1.33%,51.77%,3.29,0.00
10/11/2020,ID-RI,Riau,307,5,108,194,9976,224,6189,3563,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,50.54,1642.38,0.82,36.88,3.69,2.25%,62.04%,1.32,0.56
10/11/2020,ID-SR,Sulawesi Barat,15,0,13,2,894,11,653,230,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,9.62,573.08,0.00,7.05,0.71,1.23%,73.04%,15.00,1.00
10/11/2020,ID-SN,Sulawesi Selatan,136,1,89,46,16608,432,13853,2323,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,14.43,1761.77,0.11,45.83,4.58,2.60%,83.41%,0.93,0.50
10/11/2020,ID-ST,Sulawesi Tengah,16,0,6,10,568,21,375,172,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,5.41,192.18,0.00,7.11,0.71,3.70%,66.02%,1.23,1.00
10/11/2020,ID-SG,Sulawesi Tenggara,91,1,6,84,3568,66,2346,1156,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,34.53,1353.84,0.38,25.04,2.50,1.85%,65.75%,1.57,
10/11/2020,ID-SA,Sulawesi Utara,54,0,50,4,4797,181,3958,658,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,20.44,1815.75,0.00,68.51,6.85,3.77%,82.51%,1.32,1.00
10/11/2020,ID-SB,Sumatera Barat,341,4,207,130,8703,181,4907,3615,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,61.78,1576.85,0.72,32.79,3.28,2.08%,56.38%,1.40,0.80
10/11/2020,ID-SS,Sumatera Selatan,33,0,41,-8,6776,371,5128,1277,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,4.02,824.58,0.00,45.15,4.51,5.48%,75.68%,0.50,0.00
10/11/2020,ID-SU,Sumatera Utara,85,6,157,-78,11332,468,8712,2152,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.71,761.82,0.40,31.46,3.15,4.13%,76.88%,0.97,
10/12/2020,ID-AC,Aceh,77,2,157,-82,5844,223,3704,1917,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,14.67,1113.72,0.38,42.50,4.25,3.82%,63.38%,0.63,2.00
10/12/2020,ID-BA,Bali,93,2,25,66,10223,96,1900,8227,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,22.06,2424.71,0.47,22.77,2.28,0.94%,18.59%,0.87,2.00
10/12/2020,ID-BT,Banten,81,4,134,-57,7042,227,6503,312,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,7.55,656.76,0.37,21.17,2.12,3.22%,92.35%,0.76,4.00
10/12/2020,ID-BE,Bengkulu,1,0,30,-29,804,39,670,95,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.50,402.09,0.00,19.50,1.95,4.85%,83.33%,0.14,0.00
10/12/2020,ID-JK,DKI Jakarta,1211,25,1113,73,88174,1926,72798,13450,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,111.65,8129.52,2.30,177.57,17.76,2.18%,82.56%,0.87,1.39
10/12/2020,ID-YO,Daerah Istimewa Yogyakarta,43,1,83,-41,3107,80,2356,671,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,11.84,855.68,0.28,22.03,2.20,2.57%,75.83%,1.23,1.00
10/12/2020,ID-GO,Gorontalo,2,0,46,-44,2948,77,2656,215,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,1.69,2496.93,0.00,65.22,6.52,2.61%,90.09%,0.29,1.00
10/12/2020,IDN,Indonesia,3267,91,3492,-316,336716,11935,258519,66262,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,12.32,1269.74,0.34,45.01,4.50,3.54%,76.78%,0.73,1.15
10/12/2020,ID-JA,Jambi,13,0,0,13,825,19,320,486,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,3.72,236.16,0.00,5.44,0.54,2.30%,38.79%,0.62,0.00
10/12/2020,ID-JB,Jawa Barat,276,9,406,-139,29321,634,18827,9860,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,6.11,649.25,0.20,14.04,1.40,2.16%,64.21%,1.12,1.80
10/12/2020,ID-JT,Jawa Tengah,245,8,270,-33,29678,1837,21376,6465,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,6.74,816.14,0.22,50.52,5.05,6.19%,72.03%,0.78,1.00
10/12/2020,ID-JI,Jawa Timur,297,19,317,-39,47320,3834,42306,1180,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,7.34,1169.00,0.47,94.72,9.47,8.10%,89.40%,1.14,1.27
10/12/2020,ID-KB,Kalimantan Barat,0,0,0,0,1297,9,959,329,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,239.17,0.00,1.66,0.17,0.69%,73.94%,0.00,1.00
10/12/2020,ID-KS,Kalimantan Selatan,27,1,45,-19,11056,441,9651,964,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,6.71,2748.16,0.25,109.62,10.96,3.99%,87.29%,0.36,1.00
10/12/2020,ID-KT,Kalimantan Tengah,26,0,38,-12,3967,141,3234,592,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,10.12,1543.41,0.00,54.86,5.49,3.55%,81.52%,0.76,1.00
10/12/2020,ID-KI,Kalimantan Timur,66,2,61,3,10728,419,7633,2676,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,18.58,3020.11,0.56,117.96,11.80,3.91%,71.15%,0.34,0.40
10/12/2020,ID-KU,Kalimantan Utara,4,0,0,4,649,5,568,76,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,6.17,1000.91,0.00,7.71,0.77,0.77%,87.52%,0.50,1.00
10/12/2020,ID-BB,Kepulauan Bangka Belitung,0,0,2,-2,475,6,364,105,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,344.26,0.00,4.35,0.43,1.26%,76.63%,0.00,1.00
10/12/2020,ID-KR,Kepulauan Riau,72,0,43,29,2619,61,2040,518,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,37.32,1357.42,0.00,31.62,3.16,2.33%,77.89%,3.27,0.00
10/12/2020,ID-LA,Lampung,16,0,0,16,1147,41,770,336,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,1.76,126.11,0.00,4.51,0.45,3.57%,67.13%,1.45,1.00
10/12/2020,ID-MA,Maluku,13,0,120,-107,3448,43,2161,1244,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,7.04,1866.71,0.00,23.28,2.33,1.25%,62.67%,0.32,1.00
10/12/2020,ID-MU,Maluku Utara,16,0,4,12,2105,74,1868,163,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,12.23,1609.57,0.00,56.58,5.66,3.52%,88.74%,,1.00
10/12/2020,ID-NB,Nusa Tenggara Barat,15,0,7,8,3554,206,2812,536,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,2.85,674.35,0.00,39.09,3.91,5.80%,79.12%,0.79,1.00
10/12/2020,ID-NT,Nusa Tenggara Timur,0,0,1,-1,565,7,353,205,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,104.41,0.00,1.29,0.13,1.24%,62.48%,0.00,1.00
10/12/2020,ID-PA,Papua,0,0,0,0,7622,112,4219,3291,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,0.00,1756.08,0.00,25.80,2.58,1.47%,55.35%,0.00,1.00
10/12/2020,ID-PB,Papua Barat,21,1,35,-15,3038,41,1597,1400,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,18.41,2663.27,0.88,35.94,3.59,1.35%,52.57%,0.17,
10/12/2020,ID-RI,Riau,206,2,116,88,10182,226,6305,3651,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,33.91,1676.30,0.33,37.21,3.72,2.22%,61.92%,0.67,0.40
10/12/2020,ID-SR,Sulawesi Barat,0,0,0,0,894,11,653,230,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,573.08,0.00,7.05,0.71,1.23%,73.04%,0.00,1.00
10/12/2020,ID-SN,Sulawesi Selatan,89,2,157,-70,16697,434,14010,2253,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,9.44,1771.21,0.21,46.04,4.60,2.60%,83.91%,0.65,2.00
10/12/2020,ID-ST,Sulawesi Tengah,1,3,4,-6,569,24,379,166,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.34,192.52,1.02,8.12,0.81,4.22%,66.61%,0.06,
10/12/2020,ID-SG,Sulawesi Tenggara,59,0,27,32,3627,66,2373,1188,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,22.39,1376.23,0.00,25.04,2.50,1.82%,65.43%,0.65,0.00
10/12/2020,ID-SA,Sulawesi Utara,6,1,48,-43,4803,182,4006,615,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,2.27,1818.02,0.38,68.89,6.89,3.79%,83.41%,0.11,
10/12/2020,ID-SB,Sumatera Barat,176,0,112,64,8879,181,5019,3679,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,31.89,1608.73,0.00,32.79,3.28,2.04%,56.53%,0.52,0.00
10/12/2020,ID-SS,Sumatera Selatan,45,4,53,-12,6821,375,5181,1265,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,5.48,830.05,0.49,45.63,4.56,5.50%,75.96%,1.36,
10/12/2020,ID-SU,Sumatera Utara,87,5,174,-92,11419,473,8886,2060,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,5.85,767.67,0.34,31.80,3.18,4.14%,77.82%,1.02,0.83
10/13/2020,ID-AC,Aceh,51,1,105,-55,5895,224,3809,1862,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,9.72,1123.44,0.19,42.69,4.27,3.80%,64.61%,0.66,0.50
10/13/2020,ID-BA,Bali,76,2,19,55,10299,98,1919,8282,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,18.03,2442.74,0.47,23.24,2.32,0.95%,18.63%,0.82,1.00
10/13/2020,ID-BT,Banten,79,3,80,-4,7121,230,6583,308,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,7.37,664.13,0.28,21.45,2.15,3.23%,92.44%,0.98,0.75
10/13/2020,ID-BE,Bengkulu,3,0,0,3,807,39,670,98,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,1.50,403.59,0.00,19.50,1.95,4.83%,83.02%,3.00,1.00
10/13/2020,ID-JK,DKI Jakarta,1054,19,1101,-66,89228,1945,73899,13384,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,97.18,8226.70,1.75,179.33,17.93,2.18%,82.82%,0.87,0.76
10/13/2020,ID-YO,Daerah Istimewa Yogyakarta,38,1,39,-2,3145,81,2395,669,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,10.47,866.15,0.28,22.31,2.23,2.58%,76.15%,0.88,1.00
10/13/2020,ID-GO,Gorontalo,0,0,36,-36,2948,77,2692,179,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,2496.93,0.00,65.22,6.52,2.61%,91.32%,0.00,1.00
10/13/2020,IDN,Indonesia,3906,92,4777,-963,340622,12027,263296,65299,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,14.73,1284.47,0.35,45.35,4.54,3.53%,77.30%,1.20,1.01
10/13/2020,ID-JA,Jambi,38,0,2,36,863,19,322,522,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,10.88,247.04,0.00,5.44,0.54,2.20%,37.31%,2.92,1.00
10/13/2020,ID-JB,Jawa Barat,604,3,594,7,29925,637,19421,9867,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,13.37,662.62,0.07,14.10,1.41,2.13%,64.90%,2.19,0.33
10/13/2020,ID-JT,Jawa Tengah,453,10,286,157,30131,1847,21662,6622,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,12.46,828.59,0.27,50.79,5.08,6.13%,71.89%,1.85,1.25
10/13/2020,ID-JI,Jawa Timur,330,22,365,-57,47650,3856,42671,1123,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,8.15,1177.15,0.54,95.26,9.53,8.09%,89.55%,1.11,1.16
10/13/2020,ID-KB,Kalimantan Barat,14,0,66,-52,1311,9,1025,277,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,2.58,241.76,0.00,1.66,0.17,0.69%,78.18%,,1.00
10/13/2020,ID-KS,Kalimantan Selatan,77,1,111,-35,11133,442,9762,929,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,19.14,2767.30,0.25,109.87,10.99,3.97%,87.69%,2.85,1.00
10/13/2020,ID-KT,Kalimantan Tengah,11,1,70,-60,3978,142,3304,532,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,4.28,1547.69,0.39,55.25,5.52,3.57%,83.06%,0.42,
10/13/2020,ID-KI,Kalimantan Timur,108,3,32,73,10836,422,7665,2749,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,30.40,3050.51,0.84,118.80,11.88,3.89%,70.74%,1.64,1.50
10/13/2020,ID-KU,Kalimantan Utara,13,0,6,7,662,5,574,83,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,20.05,1020.96,0.00,7.71,0.77,0.76%,86.71%,3.25,1.00
10/13/2020,ID-BB,Kepulauan Bangka Belitung,1,0,13,-12,476,6,377,93,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.72,344.99,0.00,4.35,0.43,1.26%,79.20%,,1.00
10/13/2020,ID-KR,Kepulauan Riau,22,0,53,-31,2641,61,2093,487,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,11.40,1368.82,0.00,31.62,3.16,2.31%,79.25%,0.31,1.00
10/13/2020,ID-LA,Lampung,15,0,0,15,1162,41,770,351,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,1.65,127.75,0.00,4.51,0.45,3.53%,66.27%,0.94,1.00
10/13/2020,ID-MA,Maluku,6,0,109,-103,3454,43,2270,1141,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,3.25,1869.96,0.00,23.28,2.33,1.24%,65.72%,0.46,1.00
